
`createdAt`, `updatedAt`, `id`, `name`, `country`, `state`, `city`, `zipCode`, `street`, `internationalCode`, `phone`, `website`, `onlineCrimeReportSystemType`, `onlineCrimeReportLink`, `twitter`, `facebook`, `instagram`, `nextdoor` VALUES
1513683584400, 1513683584400, 71, 'Banning Police Department', 'USA', 'CA', 'Banning', '92220', '99 E Ramsey St', '1', '951 922-3170', 'http://www.banningpolice.org/', NULL, 'http://www.banningpolice.org/OnlineReporting/start-report.html', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 72, 'Barstow Police Department', 'USA', 'CA', 'Barstow', '92311', '100 Sandstone Ct', '1', '760 256-2211', 'http://38.106.5.201/city-hall/city-departments/police/police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 73, 'Arvin Police Department', 'USA', 'CA', 'Arvin', '93203', '200 Campus Drive', '1', '661 854-5583', 'http://www.arvin.org/government/police/', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 74, 'Arcadia Police Department', 'USA', 'CA', 'Arcadia', '91007', '240 W Huntington Dr', '1', '626 574-5151', 'https://www.arcadiaca.gov/government/city-departments/police-department', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 75, 'Auburn Police Department', 'USA', 'CA', 'Auburn', '95603', '1215 Lincoln Way', '1', '530 823-4234', 'http://www.auburn.ca.gov/168/Police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 76, 'Atherton Police Department', 'USA', 'CA', 'Atherton', '94027', '83 Ashfield Rd', '1', '650 688-6500', 'http://www.ci.atherton.ca.us/police', NULL, 'http://www.ci.atherton.ca.us/FormCenter/Police-3/Crime-Report-39', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 77, 'Santa Cruz County Sheriff Department', 'USA', 'CA', 'Aptos', '95003', '19D Rancho Del Mar Shopping Center', '1', '831 662-0690', 'http://www.scsheriff.com/Home/MyCommunity/Aptos.aspx', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 78, 'Burlingame Police Department', 'USA', 'CA', 'Burlingame', '94010', '1111 Trousdale Dr', '1', '650 777-4100', 'http://www.burlingame.org/index.aspx?page=35', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 79, 'Los Altos Police Department', 'USA', 'CA', 'Los Altos', '94022', '1 N San Antonio Rd', '1', '650 947-2770', 'https://www.losaltosca.gov/police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 80, 'Menlo Park Police Department', 'USA', 'CA', 'Menlo Park', '94025', '701 Laurel Street', '1', '650 330-6300', 'https://menlopark.org/288/Police', NULL, 'https://menlopark.org/617/Online-crime-reporting', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 81, 'Mountain View Police Department', 'USA', 'CA', 'Mountain View', '94041', '1000 Villa St', '1', '650 903-6395', 'http://www.mountainview.gov/depts/police/default.asp', NULL, 'http://www.mountainview.gov/depts/police/default.asp', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 82, 'Palo Alto Police Department', 'USA', 'CA', 'Palo Alto', '94301', '250 Hamilton Ave', '1', '650 329-2413', 'http://www.cityofpaloalto.org/gov/depts/pol/default.asp', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 83, 'Redwood City Police Department', 'USA', 'CA', 'Redwood City', '94063', '1301 Maple St', '1', '650 780-7118', 'https://www.redwoodcity.org/departments/police-department', NULL, 'http://www.redwoodcity.org/departments/police-department/report-crime-online', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 84, 'San Mateo Sheriff\'s Office', 'USA', 'CA', 'San Carlos', '94070', '600 Elm St', '1', '650 802-4277', 'http://www.cityofsancarlos.org/depts/pd/default.asp', NULL, 'http://www.cityofsancarlos.org/depts/pd/online_reporting/default.asp', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 85, 'Santa Cruz Police Department', 'USA', 'CA', 'Santa Cruz', '95060', '155 Center St', '1', '831 420-5800', 'http://www.cityofsantacruz.com/government/city-departments/police', NULL, 'http://www.cityofsantacruz.com/government/city-departments/police/report-a-crime/online-police-reporting-system', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 86, 'Ventura Police Department', 'USA', 'CA', 'Ventura', '93003', '1425 Dowell Dr', '1', '805 339-4400', 'https://www.cityofventura.ca.gov/816/Police-Department', 'CopLogic', 'https://www.cityofventura.ca.gov/1069/File-a-Police-Report', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 87, 'Denver Police Department', 'USA', 'CO', 'Denver', '80202', '1331 N Cherokee St', '1', '720 913-2000', 'https://www.denvergov.org/content/denvergov/en/police-department.html', 'CopLogic', 'https://www.denvergov.org/content/denvergov/en/police-department.html', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 88, 'Colorado Springs Police Department', 'USA', 'CO', 'Colorado Springs', '80903', '705 S Nevada Avenue', '1', '719 444-7000', 'https://cspd.coloradosprings.gov/', 'CopLogic', 'https://cspd.coloradosprings.gov/content/report-crime-online', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 89, 'Aurora Police Department', 'USA', 'CO', 'Aurora', '80021', '15001 E. Alameda Parkway', '1', '303 627-3100', 'https://www.auroragov.org/residents/public_safety/police', 'CopLogic', 'https://www.auroragov.org/residents/public_safety/police/make_an_online_report/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 90, 'Fort Collins Police Department', 'USA', 'CO', 'Fort Collins', '80525', '2221 South Timberline Road', '1', '970 221-6540', 'https://www.fcgov.com/police/', 'CopLogic', 'https://www.fcgov.com/police/coplogic-start-report.php', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 91, 'Lakewood Police Department', 'USA', 'CO', 'Lakewood', '80226', '445 S Allison Pkwy', '1', '303 987-7111', 'http://www.lakewood.org/police/', 'Department Designed', 'https://www.lakewood.org/CrimeReportForm/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 92, 'Thorton Police Department', 'USA', 'CO', 'Thornton', '80229', '9551 Civic Center Dr', '1', '720 977-5150', 'https://www.cityofthornton.net/public-safety/police-department/Pages/default.aspx', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 93, 'Bridgeport Police Department', 'USA', 'CT', 'Bridgeport', '06604', '300 Congress St.', '1', '203 581-5100', 'http://www.bridgeportct.gov/content/341307/341425/341439/default.aspx', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 94, 'Metropolitan Police Department', 'USA', 'DC', 'Washington', '20001', '300 Indiana Ave NW', '1', '202 727-9099', 'https://mpdc.dc.gov/', 'CopLogic', 'https://mpdc.dc.gov/service/file-police-report-online', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 95, 'Miami-Dade Police Department', 'USA', 'FL', 'Miami', '33128', '400 NW 2nd Ave', '1', '305 579-6111', 'http://www.miamidade.gov/police', 'CopLogic', 'http://www.miami-police.org/incident_reporting.html', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 96, 'Tampa Police Department', 'USA', 'FL', 'Tampa', '33602', '411 N Franklin St,', '1', '813 231-6130', 'https://www.tampagov.net/police', 'Department Designed', 'https://apps.tampagov.net/appl_Customer_Service_Center/index.asp?strSection=complaints', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 97, 'Orlando Police Department', 'USA', 'FL', 'Orlando', '32805', '1250 W South S', '1', '407 246-2470', 'http://www.cityoforlando.net/police/', 'CopLogic', 'http://www.cityoforlando.net/police/selfonline-reporting/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 98, 'St. Petersburg Police Department', 'USA', 'FL', 'St. Petersburg', '33705', '1300 1st Ave N,', '1', '727 893-7780', 'http://police.stpete.org/', 'CopLogic', 'http://police.stpete.org/solve-crime/file-a-report.html', NULL, NULL, NULL, NULL,
