
`createdAt`, `updatedAt`, `id`, `name`, `country`, `state`, `city`, `zipCode`, `street`, `internationalCode`, `phone`, `website`, `onlineCrimeReportSystemType`, `onlineCrimeReportLink`, `twitter`, `facebook`, `instagram`, `nextdoor` VALUES
1513683584400, 1513683584400, 1, 'Anchorage Police Department', 'USA', 'AK', 'Anchorage', '99507', '501 Elmore Rd', '1', '907 786-8900', 'http://www.muni.org/Departments/police/Pages/Default.aspx', 'CopLogic', 'http://www.muni.org/Departments/police/forms/Pages/OnlineReportingSystem.aspx', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 2, 'Juneau Police Department', 'USA', 'AK', 'Juneau', '99801', '6255 Alaway Avenue', '1', '907 586-0600', 'http://www.juneau.org/jpd/', 'CopLogic', 'http://www.juneau.org/police/CitizenOnlineReporting.php', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 3, 'Birmingham Police Department', 'USA', 'AL', 'Birmingham', '35215', '600 Red Lane Rd', '1', '205 328-9311', 'http://police.birminghamal.gov/', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 4, 'Montgomery Police Department', 'USA', 'AL', 'Montgomery', '36104', '320 N Ripley St', '1', '334 241-2651', 'http://www.montgomeryal.gov/city-government/city-departments/police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 5, 'Mobile Police Department', 'USA', 'AL', 'Mobile', '36606', '2460 Government St', '1', '251 208-7211', 'http://www.mobilepd.org/', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 6, 'Huntsville Police Department', 'USA', 'AL', 'Huntsville', '35801', '815 Wheeler Ave', '1', '256 427-7001', 'https://www.huntsvilleal.gov/government/departments/huntsville-police-department/', NULL, 'https://www.huntsvilleal.gov/residents/neighborhoods/huntsville-connect-service-request/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 7, 'Little Rock Police Department', 'USA', 'AR', 'Little Rock', '72201', '700 W Markham St', '1', '501 371-4829', 'https://www.littlerock.gov/for-residents/police-department/', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 8, 'Phoenix Police Department', 'USA', 'AZ', 'Phoenix', '85003', '620 West Washington Street', '1', '602 262-6151', 'https://www.phoenix.gov/police', 'CopLogic', 'https://www.phoenix.gov/police/policereport', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 9, 'Tucson Police Department', 'USA', 'AZ', 'Tucson', '85701', '270 S Stone Ave', '1', '520 791-6813', 'https://www.tucsonaz.gov/police', 'Department Designed', 'https://www.tucsonaz.gov/apps/crime-reporting/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 10, 'Mesa Police Department', 'USA', 'AZ', 'Mesa', '85201', '130 N Robson, Mesa', '1', '480 644-2211', 'http://www.mesaaz.gov/residents/police', 'CopLogic', 'http://www.mesaaz.gov/residents/police/report-a-non-emergency', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 11, 'Chandler Police Department', 'USA', 'AZ', 'Chandler', '85225', '250 E Chicago St', '1', '480 782-4130', 'http://www.chandlerpd.com/', 'CopLogic', 'http://www.chandlerpd.com/forms/file-report/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 12, 'Gilbert Police Department', 'USA', 'AZ', 'Gilbert', '85296', '75 E Civic Center Dr', '1', '480 503-6500', 'https://www.gilbertaz.gov/departments/police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 13, 'Glendale Police Department', 'USA', 'AZ', 'Glendale', '85301', '6835 N 57th Drive', '1', '623 930-3000', 'https://www.glendaleaz.com/police/', 'CopLogic', 'https://www.glendaleaz.com/police/OnlinePoliceReport.cfm', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 14, 'Scottsdale Police Department', 'USA', 'AZ', 'Scottsdale', '85251', '8401 E Indian School Rd', '1', '480 312-5000', 'http://www.scottsdaleaz.gov/police', 'CopLogic', 'https://eservices.scottsdaleaz.gov/crimereport', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 15, 'Tempe Police Department', 'USA', 'AZ', 'Tempe', '85003', '550 W. Jackson Street', '1', '480 350-8311', 'http://www.tempe.gov/city-hall/police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 16, 'Peoria Police Department', 'USA', 'AZ', 'Peoria', '85345', '8351 W Cinnabar Ave', '1', '623 773-8311', 'https://www.peoriaaz.gov/government/departments/police', 'CopLogic', 'https://www.peoriaaz.gov/government/departments/police/online-reporting', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 17, 'Los Angeles Police Department', 'USA', 'CA', 'Los Angeles', '90012', '100 W 1st St', '1', '877 275-5273', 'http://www.lapdonline.org/', 'CopLogic', 'http://www.lapdonline.org/home/content_basic_view/60409', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 18, 'San Diego Police Department', 'USA', 'CA', 'San Diego', '92101', '1401 Broadway', '1', '619 531-2000', 'https://www.sandiego.gov/police/', 'CopLogic', 'https://www.sandiego.gov/police/crimereports/startaccess', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 19, 'San Jose Police Department', 'USA', 'CA', 'San Jose', '95110', '201 W Mission St', '1', '408 277-8900', 'http://www.sjpd.org/', 'CopLogic', 'http://www.sjpd.org/ReportingCrime/OnlineReport/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 20, 'San Francisco Police Department', 'USA', 'CA', 'San Francisco', '94158', '1251 3rd St', '1', '415 553-0123', 'http://sanfranciscopolice.org/', 'CopLogic', 'http://sanfranciscopolice.org/reports', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 21, 'Fresno Police Department', 'USA', 'CA', 'Fresno', '93721', '2323 Mariposa Mall', '1', '559 621-7000', 'https://www.fresno.gov/police/', 'CopLogic', 'https://www.fresno.gov/police/police-online-reporting-system/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 22, 'Sacramento Police Department', 'USA', 'CA', 'Sacramento', '95822', '5770 Freeport Blvd #100', '1', '916 264-5471', 'https://www.cityofsacramento.org/Police', 'CopLogic', 'https://www.cityofsacramento.org/Police/How-Do-I/File-a-Police-Report', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 23, 'Long Beach Police Department', 'USA', 'CA', 'Long Beach', '90802', '400 W Broadway', '1', '562 435-6711', 'http://www.longbeach.gov/police/', 'NONE', NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 24, 'Oakland Police Department', 'USA', 'CA', 'Oakland', '94607', '455 7th St', '1', '510 777-3333', 'http://www2.oaklandnet.com/government/o/OPD/index.htm', 'CopLogic', 'http://www2.oaklandnet.com/government/o/OPD/s/report-crime/index.htm', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 25, 'Bakersfield Police Department', 'USA', 'CA', 'Bakersfield', '93307', '1630 E 11th St', '1', '661 327-7111', 'http://www.bakersfieldcity.us/gov/depts/police/default.htm', NULL, 'http://www.bakersfieldcity.us/gov/depts/police/crime/report_crime_non_emergency.htm', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 26, 'Anaheim Police Department', 'USA', 'CA', 'Anaheim', '92805', '425 South Harbor Boulevard', '1', '714 765-1900', 'https://www.anaheim.net/171/Police-Department', 'CopLogic', 'https://www.anaheim.net/1643/File-a-Police-Report', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 27, 'Santa Ana Police Department', 'USA', 'CA', 'Santa Ana', '92701', '60 Civic Center Plaza', '1', '714 245-8665', 'http://www.ci.santa-ana.ca.us/pd/', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 28, 'Riverside Police Department', 'USA', 'CA', 'Riverside', '92501', '4102 Orange St', '1', '951 354-2007', 'http://www.riversideca.gov/rpd/default.asp', 'CopLogic', 'http://www.riversideca.gov/rpd/report/default.asp', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 29, 'Stockton Police Department', 'USA', 'CA', 'Stockton', '95202', '22 E. Market Street', '1', '209 937-8377', 'http://www.stocktongov.com/government/departments/police/default.html', 'CopLogic', 'http://www.stocktongov.com/government/departments/police/onRep.html', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 30, 'Chula Vista Police Department', 'USA', 'CA', 'Chula Vista', '91910', '315 4th Ave', '1', '619 691-5151', 'http://www.chulavistaca.gov/departments/police-department', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 31, 'Irvine Police Department', 'USA', 'CA', 'Irvine', '92606', '1 Civic Center Plaza', '1', '949 724-7000', 'http://www.cityofirvine.org/irvine-police-department', 'CopLogic', 'http://www.cityofirvine.org/irvine-police-department/report-crime', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 32, 'Fremont Police Department', 'USA', 'CA', 'Fremont', '94538', '2000 Stevenson Blvd', '1', '510 790-6800', 'http://www.fremontpolice.org/', 'CopLogic', 'http://www.fremontpolice.org/index.aspx?nid=89', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 33, 'San Bernardino Police Department', 'USA', 'CA', 'San Bernardino', '92401', '710 N D St', '1', '909 383-5311', 'http://www.ci.san-bernardino.ca.us/cityhall/police_department/default.asp', 'CopLogic', 'http://www.ci.san-bernardino.ca.us/howdoi/report/default.asp', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 34, 'Modesto Police Department', 'USA', 'CA', 'Modesto', '95354', '600 10th St', '1', '209 572-9500', 'http://www.modestogov.com/223/Police-Department', 'CopLogic', 'http://www.modestogov.com/1169/File-a-Report', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 35, 'Oxnard Police Department', 'USA', 'CA', 'Oxnard', '93030', '251 S C St', '1', '805 385-7740', 'https://www.oxnardpd.org/', 'CopLogic', 'https://www.oxnardpd.org/contact-us/report-a-crime/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 36, 'Fontana Police Department', 'USA', 'CA', 'Fontana', '92335', '17005 Upland Ave', '1', '909 350-7700', 'https://www.fontana.org/112/Police-Department', 'CopLogic', 'https://www.fontana.org/114/File-a-Police-Report-Online', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 37, 'Moreno Valley Police Department', 'USA', 'CA', 'Moreno Valley', '92553', '22850 Calle San Juan De Los Lagos', '1', '951 486-6700', 'http://www.moreno-valley.ca.us/city_hall/departments/police/index-police.shtml', NULL, 'http://www.moval.org/resident_services/police/crime-report.shtml', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 38, 'Glendale Police Department', 'USA', 'CA', 'Glendale', '91206', '131 North Isabel Street', '1', '818 548-4840', 'http://www.glendaleca.gov/government/departments/police-department', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 39, 'Huntington Beach Police Department', 'USA', 'CA', 'Huntington Beach', '92648', '2000 Main St', '1', '714 960-8811', 'http://www.huntingtonbeachca.gov/government/departments/pd/', 'CopLogic', 'http://www.huntingtonbeachca.gov/government/departments/pd/online_services/online_crime_reporting.cfm', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 40, 'Los Angeles County Sheriff Department', 'USA', 'CA', 'Santa Clarita', '91355', '23740 Magic Mountain Pkwy', '1', '661 255-1121', 'http://shq.lasdnews.net/pages/patrolstation.aspx?id=SCT', 'CopLogic', 'http://shq.lasdnews.net/shq/SORTS/sorts_intro.aspx', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 41, 'Garden Grove Police Department', 'USA', 'CA', 'Garden Grove', '92840', '11222 Acacia Parkway', '1', '714 741-5704', 'http://www.ci.garden-grove.ca.us/police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 42, 'Santa Rosa Police Department', 'USA', 'CA', 'Santa Rosa', '95404', '965 Sonoma Ave', '1', '707 543-3550', 'https://srcity.org/214/Police', 'CopLogic', 'https://srcity.org/529/Report-a-Crime', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 43, 'Oceanside Police Department', 'USA', 'CA', 'Oceanside', '92058', '3855 Mission Ave', '1', '760 435-4900', 'http://www.ci.oceanside.ca.us/gov/police/default.asp', 'CopLogic', 'http://www.ci.oceanside.ca.us/gov/police/ors.asp', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 44, 'Rancho Cucamonga Police Department', 'USA', 'CA', 'Rancho Cucamonga', '91730', '10510 Civic Center Dr', '1', '909 941-1488', 'https://www.cityofrc.us/cityhall/police/default.asp', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 45, 'Ontario Police Department', 'USA', 'CA', 'Ontario', '91761', '2500 S. Archibald Avenue', '1', '909 986-6711', 'http://www.ontarioca.gov/police', 'CopLogic', 'http://www.ontarioca.gov/police/online-police-reporting', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 46, 'Elk Grove Police Department', 'USA', 'CA', 'Elk Grove', '95758', '8400 Laguna Palms Way', '1', '916 714-5115', 'http://www.elkgrovepd.org/', 'CopLogic', 'http://www.elkgrovepd.org/online_reporting', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 47, 'Los Angeles County Sheriff', 'USA', 'CA', 'Palmdale', '90012', '450 Bauchet St', '1', '661 272-2400', 'http://shq.lasdnews.net/pages/patrolstation.aspx?id=PLM', 'CopLogic', 'http://shq.lasdnews.net/shq/SORTS/sorts_intro.aspx', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 48, 'Corona Police Department', 'USA', 'CA', 'Corona', '92880', '730 Public Safety Way', '1', '951 736-2334', 'https://www.coronaca.gov/government/departments/police-department', 'Department Designed', 'https://www.coronaca.gov/government/departments/police-department/9-1-1-dispatch/citizen-assisted-reporting', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 49, 'Salinas Police Department', 'USA', 'CA', 'Salinas', '93901', '222 Lincoln Ave', '1', '831 758-7321', 'https://www.salinaspd.com/', 'CopLogic', 'https://www.salinaspd.com/report_a_problem', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 50, 'Pomona Police Department', 'USA', 'CA', 'Pomona', '91766', '490 W Mission Blvd', '1', '909 622-1241', 'http://www.ci.pomona.ca.us/index.php/government/city-departments/police-department', 'CopLogic', 'http://www.ci.pomona.ca.us/index.php/police-department-home/online-citizen-reporting', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 51, 'Torrance Police Department', 'USA', 'CA', 'Torrance', '90503', '3300 Civic Center Dr', '1', '310 328-3456', 'https://www.torranceca.gov/our-city/police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 52, 'Hayward Police Department', 'USA', 'CA', 'Hayward', '94544', '300 W. Winton Ave', '1', '510 293-7000', 'https://www.hayward-ca.gov/police-department', 'CopLogic', 'https://www.hayward-ca.gov/police-department/public-services/file-police-report', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 53, 'Escondido Police Department', 'USA', 'CA', 'Escondido', '92026', '1163 Centre City Parkway', '1', '760 839-4722', 'https://police.escondido.org/', 'CopLogic', 'https://police.escondido.org/online-reporting-system.aspx', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 54, 'Sunnyvale Police Department', 'USA', 'CA', 'Sunnyvale', '94086', '700 All America Way', '1', '408 730-7180', 'https://sunnyvale.ca.gov/government/safety/default.htm', 'CopLogic', 'https://sunnyvale.ca.gov/government/safety/services/reportcrime.htm', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 55, 'Pasadena Police Department', 'USA', 'CA', 'Pasadena', '91101', '207 Garfield Ave', '1', '626 744-4241', 'http://ww5.cityofpasadena.net/police/', 'CopLogic', 'http://ww5.cityofpasadena.net/police/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 56, 'Orange City Police Department', 'USA', 'CA', 'Orange', '92866', '1107 N. Batavia St.', '1', '714 744-7444', 'http://www.cityoforange.org/592/Police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 57, 'Fullerton Police Department', 'USA', 'CA', 'Fullerton', '92832', '237 W Commonwealth Ave', '1', '714 738-6700', 'http://www.fullertonpd.org/', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 58, 'Antioch Police Department', 'USA', 'CA', 'Antioch', '94509', '607 W 2nd St', '1', '925 779-6900', 'http://www.ci.antioch.ca.us/CityGov/Police/', 'CopLogic', 'http://www.ci.antioch.ca.us/CityGov/Police/DORS/start-report.html', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 59, 'West Covina Police Department', 'USA', 'CA', 'West Covina', '91790', '1444 West Garvey Ave', '1', '626 939-8500', 'https://www.wcpd.org/', 'CopLogic', 'https://www.wcpd.org/online/file-a-police-report/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 60, 'Alhambra Police Department', 'USA', 'CA', 'Alhambra', '91801', '211 S 1st St', '1', '626 570-5151', 'http://www.cityofalhambra.org/page/22/police_department/', NULL, 'http://www.cityofalhambra.org/page/179/make_an_online_police_report/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 61, 'Los Angeles County Sheriff', 'USA', 'CA', 'Lakewood', '90712', '5130 Clark Avenue', '1', '562 623-3500', 'http://shq.lasdnews.net/pages/patrolstation.aspx?id=LKD', 'CopLogic', 'http://shq.lasdnews.net/shq/SORTS/sorts_intro.aspx', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 62, 'Alameda Police Department', 'USA', 'CA', 'Alameda', '94501', '1555 Oak St', '1', '510 337-8340', 'https://alamedaca.gov/police', NULL, 'https://www.epolicereport.com/asp/pdweb.asp?pdkey=CA94501APD', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 63, 'Baldwin Park Police Department', 'USA', 'CA', 'Baldwin Park', '91706', '14403 Pacific Ave', '1', '626 960-1955', 'http://www.baldwinparkpolice.com/bureaus', NULL, 'http://www.baldwinparkpolice.com/report-a-crime', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 64, 'Arcata Police Department', 'USA', 'CA', 'Arcata', '95521', '736 F St', '1', '707 822-2424', 'http://www.cityofarcata.org/206/Police', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 65, 'Azusa Police Department', 'USA', 'CA', 'Azusa', '91702', '725 N Alameda Ave', '1', '626 812-3200', 'https://azusapd.org/', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 66, 'Beaumont Police Department', 'USA', 'CA', 'Beaumont', '92223', '550 E 6th St', '1', '951 769-8500', 'http://www.beaumontpd.org/', NULL, 'http://www.beaumontpd.org/online-reporting/', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 67, 'Bell Gardens Police Department', 'USA', 'CA', 'Bell Gardens', '90201', '7100 Garfield Ave', '1', '951 769-8529', 'http://www.bellgardens.org/GOVERNMENT/PublicSafety/PoliceDepartment.aspx', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 68, 'Los Angeles County Sheriff', 'USA', 'CA', 'West Hollywood', '90069', '780 N. San Vicente Bl.', '1', '310 855-8850', 'http://www.wehosheriff.com/', NULL, 'http://shq.lasdnews.net/shq/SORTS/sorts_intro.aspx', NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 69, 'San Bernardino County Sheriff\'s Department', 'USA', 'CA', 'Adelanto', '92301', '11613 Bartlett Ave', '1', '760 246-1052', 'http://cms.sbcounty.gov/sheriff/PatrolStations/VictorValley.aspx', NULL, NULL, NULL, NULL, NULL, NULL,
1513683584400, 1513683584400, 70, 'Atascadero Police Department', 'USA', 'CA', 'Atascadero', '93422', '5505 El Camino Real', '1', '805 461-5051', 'http://www.atascadero.org/index.php?option=com_content&view=article&id=620&Itemid=475', NULL, NULL, NULL, NULL, NULL, NULL,
